title,pub_date,url,source_name,doc_type,province,province_code,bond_name,bond_code,bond_short_name,bond_market_type,category_code,category_label,term,total_amount_yi,new_amount_yi,swap_amount_yi,refi_amount_yi,batch_label,coupon_rate_pct,issue_date,value_date,payment_freq,redemption_structure,extraction_method,warnings
2018年贵州省政府一般债券（七期）第一次续发行结果公告,2018-10-26,https://www.celma.org.cn/fxjg/40202.jhtml,fxjg,result,贵州省,52,,,,,,,,,,,,,,,,,,unsupported_legacy_format,2020年以前的旧版发行结果公告无债券编码字段，需另行处理
2018年新疆维吾尔自治区（新疆生产建设兵团）一般债券（一期至二期）发行结果公告,2018-10-30,https://www.celma.org.cn/fxjg/44581.jhtml,fxjg,result,新疆维吾尔自治区,65,,,,,,,,,,,,,,,,,,unsupported_legacy_format,2020年以前的旧版发行结果公告无债券编码字段，需另行处理
2018年广西壮族自治区政府一般债券（七期）发行结果公告,2018-10-30,https://www.celma.org.cn/fxjg/44979.jhtml,fxjg,result,广西壮族自治区,45,,,,,,,,,,,,,,,,,,unsupported_legacy_format,2020年以前的旧版发行结果公告无债券编码字段，需另行处理
2018年安徽省政府专项债券（十至十一期）发行结果公告,2018-10-30,https://www.celma.org.cn/fxjg/41822.jhtml,fxjg,result,安徽省,34,,,,,,,,,,,,,,,,,,unsupported_legacy_format,2020年以前的旧版发行结果公告无债券编码字段，需另行处理
2018年新疆维吾尔自治区（新疆生产建设兵团）专项债券（一期）发行结果公告,2018-10-30,https://www.celma.org.cn/fxjg/44580.jhtml,fxjg,result,新疆维吾尔自治区,65,,,,,,,,,,,,,,,,,,unsupported_legacy_format,2020年以前的旧版发行结果公告无债券编码字段，需另行处理
2018年新疆维吾尔自治区（新疆生产建设兵团）专项债券（一期）发行结果公告,2018-10-30,https://www.celma.org.cn/fxjg/38146.jhtml,fxjg,result,新疆维吾尔自治区,65,,,,,,,,,,,,,,,,,,unsupported_legacy_format,2020年以前的旧版发行结果公告无债券编码字段，需另行处理
2018年广西壮族自治区政府一般债券（七期）发行结果公告,2018-10-30,https://www.celma.org.cn/fxjg/39937.jhtml,fxjg,result,广西壮族自治区,45,,,,,,,,,,,,,,,,,,unsupported_legacy_format,2020年以前的旧版发行结果公告无债券编码字段，需另行处理
2018年安徽省政府专项债券（十至十一期）发行结果公告,2018-10-30,https://www.celma.org.cn/fxjg/41133.jhtml,fxjg,result,安徽省,34,,,,,,,,,,,,,,,,,,unsupported_legacy_format,2020年以前的旧版发行结果公告无债券编码字段，需另行处理
2018年第五批天津市政府债券发行结果公告,2018-10-31,https://www.celma.org.cn/fxjg/41818.jhtml,fxjg,result,天津市,12,,,,,,,,,,,,,,,,,,unsupported_legacy_format,2020年以前的旧版发行结果公告无债券编码字段，需另行处理
2018年山西省政府一般债券（十期）2018年山西省政府专项债券（十二至十五期）发行结果公告,2018-10-31,https://www.celma.org.cn/fxjg/37949.jhtml,fxjg,result,山西省,14,,,,,,,,,,,,,,,,,,unsupported_legacy_format,2020年以前的旧版发行结果公告无债券编码字段，需另行处理
2018年山西省政府一般债券（十期）2018年山西省政府专项债券（十二至十五期）发行结果公告,2018-10-31,https://www.celma.org.cn/fxjg/44978.jhtml,fxjg,result,山西省,14,,,,,,,,,,,,,,,,,,unsupported_legacy_format,2020年以前的旧版发行结果公告无债券编码字段，需另行处理
2018年北京市政府一般债券（五期至七期）专项债券（六期至八期）发行结果公告,2018-10-31,https://www.celma.org.cn/fxjg/44579.jhtml,fxjg,result,北京市,11,,,,,,,,,,,,,,,,,,unsupported_legacy_format,2020年以前的旧版发行结果公告无债券编码字段，需另行处理
2018年四川省政府一般债券（十二期）发行结果公告,2018-11-08,https://www.celma.org.cn/fxjg/38145.jhtml,fxjg,result,四川省,51,,,,,,,,,,,,,,,,,,unsupported_legacy_format,2020年以前的旧版发行结果公告无债券编码字段，需另行处理
2018年四川省政府一般债券（十二期）发行结果公告,2018-11-08,https://www.celma.org.cn/fxjg/41488.jhtml,fxjg,result,四川省,51,,,,,,,,,,,,,,,,,,unsupported_legacy_format,2020年以前的旧版发行结果公告无债券编码字段，需另行处理
2018年大连市政府专项债券（七期）发行结果公告,2018-11-13,https://www.celma.org.cn/fxjg/44578.jhtml,fxjg,result,大连市,2102,,,,,,,,,,,,,,,,,,unsupported_legacy_format,2020年以前的旧版发行结果公告无债券编码字段，需另行处理
2018年大连市政府专项债券（七期）发行结果公告,2018-11-13,https://www.celma.org.cn/fxjg/42083.jhtml,fxjg,result,大连市,2102,,,,,,,,,,,,,,,,,,unsupported_legacy_format,2020年以前的旧版发行结果公告无债券编码字段，需另行处理
2018年大连市政府一般债券（七期）发行结果公告,2018-11-13,https://www.celma.org.cn/fxjg/44515.jhtml,fxjg,result,大连市,2102,,,,,,,,,,,,,,,,,,unsupported_legacy_format,2020年以前的旧版发行结果公告无债券编码字段，需另行处理
2018年大连市政府一般债券（七期）发行结果公告,2018-11-13,https://www.celma.org.cn/fxjg/39793.jhtml,fxjg,result,大连市,2102,,,,,,,,,,,,,,,,,,unsupported_legacy_format,2020年以前的旧版发行结果公告无债券编码字段，需另行处理
2018年湖南省政府一般债券（三期）第二次续发行结果公告,2018-11-14,https://www.celma.org.cn/fxjg/38144.jhtml,fxjg,result,湖南省,43,,,,,,,,,,,,,,,,,,unsupported_legacy_format,2020年以前的旧版发行结果公告无债券编码字段，需另行处理
2018年湖南省政府专项债券（十一期）发行结果公告,2018-11-14,https://www.celma.org.cn/fxjg/42760.jhtml,fxjg,result,湖南省,43,,,,,,,,,,,,,,,,,,unsupported_legacy_format,2020年以前的旧版发行结果公告无债券编码字段，需另行处理
2018年湖南省政府一般债券（三期）第二次续发行结果公告,2018-11-14,https://www.celma.org.cn/fxjg/42762.jhtml,fxjg,result,湖南省,43,,,,,,,,,,,,,,,,,,unsupported_legacy_format,2020年以前的旧版发行结果公告无债券编码字段，需另行处理
2018年湖南省政府专项债券（十一期）发行结果公告,2018-11-14,https://www.celma.org.cn/fxjg/38143.jhtml,fxjg,result,湖南省,43,,,,,,,,,,,,,,,,,,unsupported_legacy_format,2020年以前的旧版发行结果公告无债券编码字段，需另行处理
2018年江西省政府一般债券(九期）发行结果公告,2018-11-16,https://www.celma.org.cn/fxjg/38874.jhtml,fxjg,result,江西省,36,,,,,,,,,,,,,,,,,,unsupported_legacy_format,2020年以前的旧版发行结果公告无债券编码字段，需另行处理
2018年贵州省政府一般债券（十三期）发行结果公告,2018-11-20,https://www.celma.org.cn/fxjg/39792.jhtml,fxjg,result,贵州省,52,,,,,,,,,,,,,,,,,,unsupported_legacy_format,2020年以前的旧版发行结果公告无债券编码字段，需另行处理
2018年贵州省政府一般债券（十三期）发行结果公告,2018-11-20,https://www.celma.org.cn/fxjg/41812.jhtml,fxjg,result,贵州省,52,,,,,,,,,,,,,,,,,,unsupported_legacy_format,2020年以前的旧版发行结果公告无债券编码字段，需另行处理
2018年宁波市政府专项债券(十—十一期）发行结果公告,2018-11-20,https://www.celma.org.cn/fxjg/38873.jhtml,fxjg,result,宁波市,3302,,,,,,,,,,,,,,,,,,unsupported_legacy_format,2020年以前的旧版发行结果公告无债券编码字段，需另行处理
2018年湖北省政府一般债券（六期）发行结果公告,2018-11-22,https://www.celma.org.cn/fxjg/38254.jhtml,fxjg,result,湖北省,42,,,,,,,,,,,,,,,,,,unsupported_legacy_format,2020年以前的旧版发行结果公告无债券编码字段，需另行处理
2018年湖北省政府一般债券（六期）发行结果公告,2018-11-22,https://www.celma.org.cn/fxjg/39979.jhtml,fxjg,result,湖北省,42,,,,,,,,,,,,,,,,,,unsupported_legacy_format,2020年以前的旧版发行结果公告无债券编码字段，需另行处理
2018内蒙古自治区政府一般债券（十七期）、专项债券（十六期）发行结果,2018-11-27,https://www.celma.org.cn/fxjg/41131.jhtml,fxjg,result,内蒙古自治区,15,,,,,,,,,,,,,,,,,,unsupported_legacy_format,2020年以前的旧版发行结果公告无债券编码字段，需另行处理
2018内蒙古自治区政府一般债券（十七期）、专项债券（十六期）发行结果,2018-11-27,https://www.celma.org.cn/fxjg/39837.jhtml,fxjg,result,内蒙古自治区,15,,,,,,,,,,,,,,,,,,unsupported_legacy_format,2020年以前的旧版发行结果公告无债券编码字段，需另行处理
2018年辽宁省政府一般债券（十二期）发行结果公告,2018-11-29,https://www.celma.org.cn/fxjg/40912.jhtml,fxjg,result,辽宁省,21,,,,,,,,,,,,,,,,,,unsupported_legacy_format,2020年以前的旧版发行结果公告无债券编码字段，需另行处理
2018年辽宁省政府一般债券（十二期）发行结果公告,2018-11-29,https://www.celma.org.cn/fxjg/39791.jhtml,fxjg,result,辽宁省,21,,,,,,,,,,,,,,,,,,unsupported_legacy_format,2020年以前的旧版发行结果公告无债券编码字段，需另行处理
2018年雄安新区建设债券发行结果公告,2018-12-19,https://www.celma.org.cn/fxjg/39836.jhtml,fxjg,result,河北省,13,,,,,,,,,,,,,,,,,,unsupported_legacy_format,2020年以前的旧版发行结果公告无债券编码字段，需另行处理
2018年12月20日广东省政府债券发行结果公告,2018-12-20,https://www.celma.org.cn/fxjg/42810.jhtml,fxjg,result,广东省,44,,,,,,,,,,,,,,,,,,unsupported_legacy_format,2020年以前的旧版发行结果公告无债券编码字段，需另行处理
2018年青海省政府第四批一般债券发行结果公告,2018-12-24,https://www.celma.org.cn/fxjg/37985.jhtml,fxjg,result,青海省,63,,,,,,,,,,,,,,,,,,unsupported_legacy_format,2020年以前的旧版发行结果公告无债券编码字段，需另行处理
2018年新疆维吾尔自治区政府专项债券（十八期至十九期）发行结果公告,2018-12-24,https://www.celma.org.cn/fxjg/44550.jhtml,fxjg,result,新疆维吾尔自治区,65,,,,,,,,,,,,,,,,,,unsupported_legacy_format,2020年以前的旧版发行结果公告无债券编码字段，需另行处理
2018年青海省政府第四批一般债券发行结果公告,2018-12-24,https://www.celma.org.cn/fxjg/40200.jhtml,fxjg,result,青海省,63,,,,,,,,,,,,,,,,,,unsupported_legacy_format,2020年以前的旧版发行结果公告无债券编码字段，需另行处理
2018年山东省政府一般债券（九期）、专项债券（十一期）发行结果公告,2018-12-25,https://www.celma.org.cn/fxjg/40199.jhtml,fxjg,result,山东省,37,,,,,,,,,,,,,,,,,,unsupported_legacy_format,2020年以前的旧版发行结果公告无债券编码字段，需另行处理
2018年山东省政府一般债券（九期）、专项债券（十一期）发行结果公告,2018-12-25,https://www.celma.org.cn/fxjg/37984.jhtml,fxjg,result,山东省,37,,,,,,,,,,,,,,,,,,unsupported_legacy_format,2020年以前的旧版发行结果公告无债券编码字段，需另行处理
2018年江西省政府一般债券(十期）发行结果公告,2018-12-27,https://www.celma.org.cn/fxjg/39835.jhtml,fxjg,result,江西省,36,,,,,,,,,,,,,,,,,,unsupported_legacy_format,2020年以前的旧版发行结果公告无债券编码字段，需另行处理
2018年江西省政府专项债券(十二期）发行结果公告,2018-12-27,https://www.celma.org.cn/fxjg/42808.jhtml,fxjg,result,江西省,36,,,,,,,,,,,,,,,,,,unsupported_legacy_format,2020年以前的旧版发行结果公告无债券编码字段，需另行处理
2018年浙江省政府专项债券（十一-十二期）发行结果公告,2018-12-27,https://www.celma.org.cn/fxjg/37983.jhtml,fxjg,result,浙江省,33,,,,,,,,,,,,,,,,,,unsupported_legacy_format,2020年以前的旧版发行结果公告无债券编码字段，需另行处理
2018年广西壮族自治区政府专项债券（十四期）发行结果公告,2018-12-27,https://www.celma.org.cn/fxjg/42809.jhtml,fxjg,result,广西壮族自治区,45,,,,,,,,,,,,,,,,,,unsupported_legacy_format,2020年以前的旧版发行结果公告无债券编码字段，需另行处理
2018年青岛市政府专项债券（十期）发行结果公告,2018-12-27,https://www.celma.org.cn/fxjg/39977.jhtml,fxjg,result,青岛市,3702,,,,,,,,,,,,,,,,,,unsupported_legacy_format,2020年以前的旧版发行结果公告无债券编码字段，需另行处理
2018年浙江省政府专项债券（十一-十二期）发行结果公告,2018-12-27,https://www.celma.org.cn/fxjg/39790.jhtml,fxjg,result,浙江省,33,,,,,,,,,,,,,,,,,,unsupported_legacy_format,2020年以前的旧版发行结果公告无债券编码字段，需另行处理
2018年江西省政府专项债券(十二期）发行结果公告,2018-12-27,https://www.celma.org.cn/fxjg/42081.jhtml,fxjg,result,江西省,36,,,,,,,,,,,,,,,,,,unsupported_legacy_format,2020年以前的旧版发行结果公告无债券编码字段，需另行处理
2018年青岛市政府专项债券（十期）发行结果公告,2018-12-27,https://www.celma.org.cn/fxjg/44976.jhtml,fxjg,result,青岛市,3702,,,,,,,,,,,,,,,,,,unsupported_legacy_format,2020年以前的旧版发行结果公告无债券编码字段，需另行处理
2018年广西壮族自治区政府一般债券（八期）发行结果公告,2018-12-27,https://www.celma.org.cn/fxjg/43036.jhtml,fxjg,result,广西壮族自治区,45,,,,,,,,,,,,,,,,,,unsupported_legacy_format,2020年以前的旧版发行结果公告无债券编码字段，需另行处理
2018年第六批天津市政府专项债券发行结果公告,2018-12-27,https://www.celma.org.cn/fxjg/39789.jhtml,fxjg,result,天津市,12,,,,,,,,,,,,,,,,,,unsupported_legacy_format,2020年以前的旧版发行结果公告无债券编码字段，需另行处理
2018年广西壮族自治区政府一般债券（八期）发行结果公告,2018-12-27,https://www.celma.org.cn/fxjg/44549.jhtml,fxjg,result,广西壮族自治区,45,,,,,,,,,,,,,,,,,,unsupported_legacy_format,2020年以前的旧版发行结果公告无债券编码字段，需另行处理
2018年江西省政府一般债券(十期）发行结果公告,2018-12-27,https://www.celma.org.cn/fxjg/38142.jhtml,fxjg,result,江西省,36,,,,,,,,,,,,,,,,,,unsupported_legacy_format,2020年以前的旧版发行结果公告无债券编码字段，需另行处理
2018年青岛市政府一般债券（四期）发行结果公告,2018-12-27,https://www.celma.org.cn/fxjg/42082.jhtml,fxjg,result,青岛市,3702,,,,,,,,,,,,,,,,,,unsupported_legacy_format,2020年以前的旧版发行结果公告无债券编码字段，需另行处理
2018年黑龙江省政府一般债券（十一期）发行结果公告,2018-12-28,https://www.celma.org.cn/fxjg/44612.jhtml,fxjg,result,黑龙江省,23,,,,,,,,,,,,,,,,,,unsupported_legacy_format,2020年以前的旧版发行结果公告无债券编码字段，需另行处理
2018年黑龙江省政府一般债券（十一期）发行结果公告,2018-12-28,https://www.celma.org.cn/fxjg/39788.jhtml,fxjg,result,黑龙江省,23,,,,,,,,,,,,,,,,,,unsupported_legacy_format,2020年以前的旧版发行结果公告无债券编码字段，需另行处理
2018年黑龙江省政府专项债券（十期）发行结果公告,2018-12-28,https://www.celma.org.cn/fxjg/42080.jhtml,fxjg,result,黑龙江省,23,,,,,,,,,,,,,,,,,,unsupported_legacy_format,2020年以前的旧版发行结果公告无债券编码字段，需另行处理
2019年新疆维吾尔自治区政府一般债券（一期）发行结果公告,2019-01-21,https://www.celma.org.cn/fxjg/44975.jhtml,fxjg,result,新疆维吾尔自治区,65,,,,,,,,,,,,,,,,,,unsupported_legacy_format,2020年以前的旧版发行结果公告无债券编码字段，需另行处理
2019年新疆维吾尔自治区政府一般债券（一期）发行结果公告,2019-01-21,https://www.celma.org.cn/fxjg/41530.jhtml,fxjg,result,新疆维吾尔自治区,65,,,,,,,,,,,,,,,,,,unsupported_legacy_format,2020年以前的旧版发行结果公告无债券编码字段，需另行处理
2019年河南省政府一般债券（一期）发行结果公告,2019-01-22,https://www.celma.org.cn/fxjg/38252.jhtml,fxjg,result,河南省,41,,,,,,,,,,,,,,,,,,unsupported_legacy_format,2020年以前的旧版发行结果公告无债券编码字段，需另行处理
2019年河南省政府一般债券（一期）发行结果公告,2019-01-22,https://www.celma.org.cn/fxjg/44602.jhtml,fxjg,result,河南省,41,,,,,,,,,,,,,,,,,,unsupported_legacy_format,2020年以前的旧版发行结果公告无债券编码字段，需另行处理
2019年河南省政府专项债券（一至六期）发行结果公告,2019-01-22,https://www.celma.org.cn/fxjg/41519.jhtml,fxjg,result,河南省,41,,,,,,,,,,,,,,,,,,unsupported_legacy_format,2020年以前的旧版发行结果公告无债券编码字段，需另行处理
2019年河南省政府专项债券（一至六期）发行结果公告,2019-01-22,https://www.celma.org.cn/fxjg/41130.jhtml,fxjg,result,河南省,41,,,,,,,,,,,,,,,,,,unsupported_legacy_format,2020年以前的旧版发行结果公告无债券编码字段，需另行处理
2019年新疆维吾尔自治区（新疆生产建设兵团）债券发行结果公告,2019-01-23,https://www.celma.org.cn/fxjg/41518.jhtml,fxjg,result,新疆维吾尔自治区,65,,,,,,,,,,,,,,,,,,unsupported_legacy_format,2020年以前的旧版发行结果公告无债券编码字段，需另行处理
2019年第一批福建省政府一般债券（一至三期）发行结果公告,2019-01-24,https://www.celma.org.cn/fxjg/38141.jhtml,fxjg,result,福建省,35,,,,,,,,,,,,,,,,,,unsupported_legacy_format,2020年以前的旧版发行结果公告无债券编码字段，需另行处理
2019年第一批福建省政府一般债券（一至三期）发行结果公告,2019-01-24,https://www.celma.org.cn/fxjg/39958.jhtml,fxjg,result,福建省,35,,,,,,,,,,,,,,,,,,unsupported_legacy_format,2020年以前的旧版发行结果公告无债券编码字段，需另行处理
2019年山东省政府专项债券（一至四期）、一般债券（一期）发行结果公告,2019-01-24,https://www.celma.org.cn/fxjg/39957.jhtml,fxjg,result,山东省,37,,,,,,,,,,,,,,,,,,unsupported_legacy_format,2020年以前的旧版发行结果公告无债券编码字段，需另行处理
2019年山东省政府专项债券（一至四期）、一般债券（一期）发行结果公告,2019-01-24,https://www.celma.org.cn/fxjg/41129.jhtml,fxjg,result,山东省,37,,,,,,,,,,,,,,,,,,unsupported_legacy_format,2020年以前的旧版发行结果公告无债券编码字段，需另行处理
2019年第一批天津市政府债券发行结果公告,2019-01-25,https://www.celma.org.cn/fxjg/41517.jhtml,fxjg,result,天津市,12,,,,,,,,,,,,,,,,,,unsupported_legacy_format,2020年以前的旧版发行结果公告无债券编码字段，需另行处理
2019年河北省政府专项债券（一至二期）发行结果公告,2019-01-25,https://www.celma.org.cn/fxjg/39956.jhtml,fxjg,result,河北省,13,,,,,,,,,,,,,,,,,,unsupported_legacy_format,2020年以前的旧版发行结果公告无债券编码字段，需另行处理
2019年山东省政府专项债券（一至四期）、一般债券（一期）发行结果公告,2019-01-26,https://www.celma.org.cn/fxjg/45818.jhtml,fxjg,result,山东省,37,,,,,,,,,,,,,,,,,,unsupported_legacy_format,2020年以前的旧版发行结果公告无债券编码字段，需另行处理
2019年青岛市地方政府一般债券1-2期发行结果公告,2019-01-28,https://www.celma.org.cn/fxjg/39955.jhtml,fxjg,result,青岛市,3702,,,,,,,,,,,,,,,,,,unsupported_legacy_format,2020年以前的旧版发行结果公告无债券编码字段，需另行处理
2019年贵州省地方政府一般债券（一期）发行结果公告,2019-01-28,https://www.celma.org.cn/fxjg/41894.jhtml,fxjg,result,贵州省,52,,,,,,,,,,,,,,,,,,unsupported_legacy_format,2020年以前的旧版发行结果公告无债券编码字段，需另行处理
2019年湖北省政府专项债券（一期）发行结果公告,2019-01-29,https://www.celma.org.cn/fxjg/42778.jhtml,fxjg,result,湖北省,42,,,,,,,,,,,,,,,,,,unsupported_legacy_format,2020年以前的旧版发行结果公告无债券编码字段，需另行处理
2019年湖北省政府一般债券（一期）发行结果公告,2019-01-29,https://www.celma.org.cn/fxjg/44590.jhtml,fxjg,result,湖北省,42,,,,,,,,,,,,,,,,,,unsupported_legacy_format,2020年以前的旧版发行结果公告无债券编码字段，需另行处理
2019年厦门市政府一般债券（一至三期）发行结果公告,2019-01-30,https://www.celma.org.cn/fxjg/41885.jhtml,fxjg,result,厦门市,3502,,,,,,,,,,,,,,,,,,unsupported_legacy_format,2020年以前的旧版发行结果公告无债券编码字段，需另行处理
2019年甘肃省本级收费公路专项债券（一期）发行结果公告,2019-01-30,https://www.celma.org.cn/fxjg/42777.jhtml,fxjg,result,甘肃省,62,,,,,,,,,,,,,,,,,,unsupported_legacy_format,2020年以前的旧版发行结果公告无债券编码字段，需另行处理
2019年陕西省政府一般债券（一期）发行结果公告,2019-01-30,https://www.celma.org.cn/fxjg/41884.jhtml,fxjg,result,陕西省,61,,,,,,,,,,,,,,,,,,unsupported_legacy_format,2020年以前的旧版发行结果公告无债券编码字段，需另行处理
2019年甘肃省政府一般债券（一期）发行结果公告,2019-01-30,https://www.celma.org.cn/fxjg/44525.jhtml,fxjg,result,甘肃省,62,,,,,,,,,,,,,,,,,,unsupported_legacy_format,2020年以前的旧版发行结果公告无债券编码字段，需另行处理
2019年安徽省政府一般债券（一期）发行结果公告,2019-01-30,https://www.celma.org.cn/fxjg/41510.jhtml,fxjg,result,安徽省,34,,,,,,,,,,,,,,,,,,unsupported_legacy_format,2020年以前的旧版发行结果公告无债券编码字段，需另行处理
2019年北京市政府一般债券（一期至四期）发行结果公告,2019-01-31,https://www.celma.org.cn/fxjg/37954.jhtml,fxjg,result,北京市,11,,,,,,,,,,,,,,,,,,unsupported_legacy_format,2020年以前的旧版发行结果公告无债券编码字段，需另行处理
2019年1月31日广东省政府债券发行结果公告,2019-01-31,https://www.celma.org.cn/fxjg/44583.jhtml,fxjg,result,广东省,44,,,,,,,,,,,,,,,,,,unsupported_legacy_format,2020年以前的旧版发行结果公告无债券编码字段，需另行处理
2019年浙江省政府专项债券（一期）发行结果公告,2019-01-31,https://www.celma.org.cn/fxjg/41497.jhtml,fxjg,result,浙江省,33,,,,,,,,,,,,,,,,,,unsupported_legacy_format,2020年以前的旧版发行结果公告无债券编码字段，需另行处理
2019年广西壮族自治区政府一般债券（一期）发行结果公告,2019-01-31,https://www.celma.org.cn/fxjg/39940.jhtml,fxjg,result,广西壮族自治区,45,,,,,,,,,,,,,,,,,,unsupported_legacy_format,2020年以前的旧版发行结果公告无债券编码字段，需另行处理
2019年深圳市政府一般债券（一期）发行结果公告,2019-01-31,https://www.celma.org.cn/fxjg/42769.jhtml,fxjg,result,深圳市,4403,,,,,,,,,,,,,,,,,,unsupported_legacy_format,2020年以前的旧版发行结果公告无债券编码字段，需另行处理
2019年海南省政府一般债券（一至二期）发行结果公告,2019-01-31,https://www.celma.org.cn/fxjg/42776.jhtml,fxjg,result,海南省,46,,,,,,,,,,,,,,,,,,unsupported_legacy_format,2020年以前的旧版发行结果公告无债券编码字段，需另行处理
2019年2月20日发行广东省政府债券发行结果公告,2019-02-20,https://www.celma.org.cn/fxjg/37953.jhtml,fxjg,result,广东省,44,,,,,,,,,,,,,,,,,,unsupported_legacy_format,2020年以前的旧版发行结果公告无债券编码字段，需另行处理
2019年新疆维吾尔自治区政府一般债券、专项债券发行结果公告,2019-02-21,https://www.celma.org.cn/fxjg/39936.jhtml,fxjg,result,新疆维吾尔自治区,65,,,,,,,,,,,,,,,,,,unsupported_legacy_format,2020年以前的旧版发行结果公告无债券编码字段，需另行处理
2019年上海市政府一般债券（一期）发行结果公告,2019-02-21,https://www.celma.org.cn/fxjg/39935.jhtml,fxjg,result,上海市,31,,,,,,,,,,,,,,,,,,unsupported_legacy_format,2020年以前的旧版发行结果公告无债券编码字段，需另行处理
2019年湖南省政府一般债券（一期）发行结果公告,2019-02-21,https://www.celma.org.cn/fxjg/38886.jhtml,fxjg,result,湖南省,43,,,,,,,,,,,,,,,,,,unsupported_legacy_format,2020年以前的旧版发行结果公告无债券编码字段，需另行处理
2019年辽宁省土地储备专项债券（一期）-2019年辽宁省政府专项债券（一期）发行结果公告,2019-02-22,https://www.celma.org.cn/fxjg/44575.jhtml,fxjg,result,辽宁省,21,,,,,,,,,,,,,,,,,,unsupported_legacy_format,2020年以前的旧版发行结果公告无债券编码字段，需另行处理
2019年山东省政府专项债券（五至九期）、一般债券（二至三期）发行结果公告,2019-02-22,https://www.celma.org.cn/fxjg/40788.jhtml,fxjg,result,山东省,37,,,,,,,,,,,,,,,,,,unsupported_legacy_format,2020年以前的旧版发行结果公告无债券编码字段，需另行处理
2019年辽宁省政府一般债券（一期）发行结果公告,2019-02-22,https://www.celma.org.cn/fxjg/44513.jhtml,fxjg,result,辽宁省,21,,,,,,,,,,,,,,,,,,unsupported_legacy_format,2020年以前的旧版发行结果公告无债券编码字段，需另行处理
2019年山东省政府专项债券（五至九期）、一般债券（二至三期）发行结果公告,2019-02-23,https://www.celma.org.cn/fxjg/45819.jhtml,fxjg,result,山东省,37,,,,,,,,,,,,,,,,,,unsupported_legacy_format,2020年以前的旧版发行结果公告无债券编码字段，需另行处理
2019年四川省政府专项债券（十八至三十期）发行结果公告,2019-02-25,https://www.celma.org.cn/fxjg/42757.jhtml,fxjg,result,四川省,51,,,,,,,,,,,,,,,,,,unsupported_legacy_format,2020年以前的旧版发行结果公告无债券编码字段，需另行处理
2019年四川省政府一般债券（三至四期）发行结果公告,2019-02-25,https://www.celma.org.cn/fxjg/41483.jhtml,fxjg,result,四川省,51,,,,,,,,,,,,,,,,,,unsupported_legacy_format,2020年以前的旧版发行结果公告无债券编码字段，需另行处理
2019年第一批重庆市政府一般债券发行结果公告,2019-02-26,https://www.celma.org.cn/fxjg/41481.jhtml,fxjg,result,重庆市,50,,,,,,,,,,,,,,,,,,unsupported_legacy_format,2020年以前的旧版发行结果公告无债券编码字段，需另行处理
2019年广西壮族自治区政府土地储备专项债券（一期）发行结果公告,2019-02-26,https://www.celma.org.cn/fxjg/44574.jhtml,fxjg,result,广西壮族自治区,45,,,,,,,,,,,,,,,,,,unsupported_legacy_format,2020年以前的旧版发行结果公告无债券编码字段，需另行处理
2019年陕西省政府一般债券（二期至三期）发行结果公告,2019-02-26,https://www.celma.org.cn/fxjg/38029.jhtml,fxjg,result,陕西省,61,,,,,,,,,,,,,,,,,,unsupported_legacy_format,2020年以前的旧版发行结果公告无债券编码字段，需另行处理
2019年广西壮族自治区政府一般债券（二期）发行结果公告,2019-02-26,https://www.celma.org.cn/fxjg/37948.jhtml,fxjg,result,广西壮族自治区,45,,,,,,,,,,,,,,,,,,unsupported_legacy_format,2020年以前的旧版发行结果公告无债券编码字段，需另行处理
2019年第一批重庆市政府专项债券发行结果公告,2019-02-26,https://www.celma.org.cn/fxjg/44512.jhtml,fxjg,result,重庆市,50,,,,,,,,,,,,,,,,,,unsupported_legacy_format,2020年以前的旧版发行结果公告无债券编码字段，需另行处理
2019年广西壮族自治区政府棚户区改造专项债券（一期）发行结果公告,2019-02-26,https://www.celma.org.cn/fxjg/37947.jhtml,fxjg,result,广西壮族自治区,45,,,,,,,,,,,,,,,,,,unsupported_legacy_format,2020年以前的旧版发行结果公告无债券编码字段，需另行处理
2019年青海省政府第一批一般债券发行结果公告,2019-02-26,https://www.celma.org.cn/fxjg/40956.jhtml,fxjg,result,青海省,63,,,,,,,,,,,,,,,,,,unsupported_legacy_format,2020年以前的旧版发行结果公告无债券编码字段，需另行处理
2019年2月27日宁波市政府债券发行结果公告,2019-02-27,https://www.celma.org.cn/fxjg/40015.jhtml,fxjg,result,宁波市,3302,,,,,,,,,,,,,,,,,,unsupported_legacy_format,2020年以前的旧版发行结果公告无债券编码字段，需另行处理
2019年甘肃省政府一般债券（二期）发行结果公告,2019-02-27,https://www.celma.org.cn/fxjg/38025.jhtml,fxjg,result,甘肃省,62,,,,,,,,,,,,,,,,,,unsupported_legacy_format,2020年以前的旧版发行结果公告无债券编码字段，需另行处理
2019年湖北省政府专项债券（十至十二期）发行结果公告,2019-02-28,https://www.celma.org.cn/fxjg/40954.jhtml,fxjg,result,湖北省,42,,,,,,,,,,,,,,,,,,unsupported_legacy_format,2020年以前的旧版发行结果公告无债券编码字段，需另行处理
2019年湖北省政府专项债券（七至九期）发行结果公告,2019-02-28,https://www.celma.org.cn/fxjg/42859.jhtml,fxjg,result,湖北省,42,,,,,,,,,,,,,,,,,,unsupported_legacy_format,2020年以前的旧版发行结果公告无债券编码字段，需另行处理
